trait_tissue	trait_desc	trait_seqid	trait_gene_ids	trait_protein_ids	notes_sex	notes_source_id	notes_maker	notes_maker_platform_technology	notes_maker_platform_description	notes_maker_platform_version
Plasma	Ubiquitin-associated domain-containing protein 1	25480-21	ENSG00000130560	Q9BSL1	combined	seq.25480.21	Somalogic	proteomics	SomaScan	7k
Plasma	Ataxin-10	25481-66	ENSG00000130638	Q9UBB4	combined	seq.25481.66	Somalogic	proteomics	SomaScan	7k
Plasma	Nuclear factor 1 A-type	25482-5	ENSG00000162599	Q12857	combined	seq.25482.5	Somalogic	proteomics	SomaScan	7k
Plasma	AT-rich interactive domain-containing protein 3C	25484-120	ENSG00000205143	A6NKF2	combined	seq.25484.120	Somalogic	proteomics	SomaScan	7k
Plasma	39S ribosomal protein L38, mitochondrial	25486-38	ENSG00000204316	Q96DV4	combined	seq.25486.38	Somalogic	proteomics	SomaScan	7k
Plasma	Pleckstrin homology domain-containing family O member 2	25488-6	ENSG00000241839	Q8TD55	combined	seq.25488.6	Somalogic	proteomics	SomaScan	7k
Plasma	Endoplasmic reticulum junction formation protein lunapark	25491-54	ENSG00000144320	Q9C0E8	combined	seq.25491.54	Somalogic	proteomics	SomaScan	7k
Plasma	Target of Myb protein 1	25492-7	ENSG00000100284	O60784	combined	seq.25492.7	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM221B	25493-11	ENSG00000204930	A6H8Z2	combined	seq.25493.11	Somalogic	proteomics	SomaScan	7k
Plasma	SEC14-like protein 4	25497-35	ENSG00000133488	Q9UDX3	combined	seq.25497.35	Somalogic	proteomics	SomaScan	7k
Plasma	Phospholipase DDHD2	25499-37	ENSG00000085788	O94830	combined	seq.25499.37	Somalogic	proteomics	SomaScan	7k
Plasma	Rab11 family-interacting protein 3	25500-6	ENSG00000090565|ENSG00000275338	O75154	combined	seq.25500.6	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine-dependent hematopoietic cell linker	25501-128	ENSG00000109684	Q7Z7G1	combined	seq.25501.128	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-endorphin	2558-51	ENSG00000115138	P01189	combined	seq.2558.51	Somalogic	proteomics	SomaScan	7k
Plasma	Complement factor I	2567-5	ENSG00000205403	P05156	combined	seq.2567.5	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 2	2570-72	ENSG00000115457	P18065	combined	seq.2570.72	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 3	2571-12	ENSG00000146674	P17936	combined	seq.2571.12	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-6	2573-20	ENSG00000136244	P05231	combined	seq.2573.20	Somalogic	proteomics	SomaScan	7k
Plasma	Leptin	2575-5	ENSG00000174697	P41159	combined	seq.2575.5	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 2	2578-67	ENSG00000108691	P13500	combined	seq.2578.67	Somalogic	proteomics	SomaScan	7k
Plasma	Matrix metalloproteinase-9	2579-17	ENSG00000100985	P14780	combined	seq.2579.17	Somalogic	proteomics	SomaScan	7k
Plasma	Myeloperoxidase	2580-83	ENSG00000005381	P05164	combined	seq.2580.83	Somalogic	proteomics	SomaScan	7k
Plasma	Prolactin	2585-2	ENSG00000172179	P01236	combined	seq.2585.2	Somalogic	proteomics	SomaScan	7k
Plasma	Histone acetyltransferase KAT5	25879-6	ENSG00000172977	Q92993	combined	seq.25879.6	Somalogic	proteomics	SomaScan	7k
Plasma	5-Lipoxygenase	25880-14	ENSG00000275565|ENSG00000012779	P09917	combined	seq.25880.14	Somalogic	proteomics	SomaScan	7k
Plasma	ATP-binding cassette sub-family D member 4	25886-11	ENSG00000119688	O14678	combined	seq.25886.11	Somalogic	proteomics	SomaScan	7k
Plasma	Absent in melanoma 2	25889-108	ENSG00000163568	O14862	combined	seq.25889.108	Somalogic	proteomics	SomaScan	7k
Plasma	Caspase-5	25895-29	ENSG00000137757	P51878	combined	seq.25895.29	Somalogic	proteomics	SomaScan	7k
Plasma	Chitinase domain-containing protein 1	25898-4	ENSG00000177830	Q9BWS9	combined	seq.25898.4	Somalogic	proteomics	SomaScan	7k
Plasma	CREB-regulated transcription coactivator 3	25901-3	ENSG00000140577	Q6UUV7	combined	seq.25901.3	Somalogic	proteomics	SomaScan	7k
Plasma	Glutamate dehydrogenase 1, mitochondrial	25902-27	ENSG00000148672	P00367	combined	seq.25902.27	Somalogic	proteomics	SomaScan	7k
Plasma	Dedicator of cytokinesis protein 2	25904-17	ENSG00000134516	Q92608	combined	seq.25904.17	Somalogic	proteomics	SomaScan	7k
Plasma	Elongation factor 1-alpha 1	25906-5		P68104	combined	seq.25906.5	Somalogic	proteomics	SomaScan	7k
Plasma	Inactive tyrosine-protein kinase transmembrane receptor ROR1	2590-69	ENSG00000185483	Q01973	combined	seq.2590.69	Somalogic	proteomics	SomaScan	7k
Plasma	Echinoderm microtubule-associated protein-like 2	25907-47	ENSG00000125746	O95834	combined	seq.25907.47	Somalogic	proteomics	SomaScan	7k
Plasma	IgGFc-binding protein	25910-1	ENSG00000281123	Q9Y6R7	combined	seq.25910.1	Somalogic	proteomics	SomaScan	7k
Plasma	FK506 binding protein 1A	25912-131	ENSG00000088832	P62942	combined	seq.25912.131	Somalogic	proteomics	SomaScan	7k
Plasma	Ferritin heavy chain	25913-17	ENSG00000167996	P02794	combined	seq.25913.17	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-hexosaminidase alpha chain	25917-12	ENSG00000213614	P06865	combined	seq.25917.12	Somalogic	proteomics	SomaScan	7k
Plasma	HLA class I histocompatibility antigen, alpha chain E	25918-60	ENSG00000229252|ENSG00000206493|ENSG00000236632|ENSG00000225201|ENSG00000204592|ENSG00000230254|ENSG00000233904	P13747	combined	seq.25918.60	Somalogic	proteomics	SomaScan	7k
Plasma	Inhibin a subunit	25921-3	ENSG00000123999	P05111	combined	seq.25921.3	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor-related protein 5	25922-7	ENSG00000162337	O75197	combined	seq.25922.7	Somalogic	proteomics	SomaScan	7k
Plasma	LIM domain-binding protein 1	25926-29	ENSG00000198728	Q86U70	combined	seq.25926.29	Somalogic	proteomics	SomaScan	7k
Plasma	Neurogenin-3	25938-13	ENSG00000122859	Q9Y4Z2	combined	seq.25938.13	Somalogic	proteomics	SomaScan	7k
Plasma	2'-5'-oligoadenylate synthetase like protein	25941-4	ENSG00000135114	Q15646	combined	seq.25941.4	Somalogic	proteomics	SomaScan	7k
Plasma	Phosphatidylinositol 3-kinase catalytic subunit type 3	25947-116	ENSG00000078142	Q8NEB9	combined	seq.25947.116	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase N2	25948-18	ENSG00000065243	Q16513	combined	seq.25948.18	Somalogic	proteomics	SomaScan	7k
Plasma	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	25949-3	ENSG00000161714	Q8N3E9	combined	seq.25949.3	Somalogic	proteomics	SomaScan	7k
Plasma	Preferentially expressed antigen of melanoma	25951-17	ENSG00000275013|ENSG00000185686	P78395	combined	seq.25951.17	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor-type tyrosine-protein phosphatase-like N	25954-3	ENSG00000054356	Q16849	combined	seq.25954.3	Somalogic	proteomics	SomaScan	7k
Plasma	Rap guanine nucleotide exchange factor 1	25956-9	ENSG00000107263	Q13905	combined	seq.25956.9	Somalogic	proteomics	SomaScan	7k
Plasma	Sex-determining region Y protein	25957-5	ENSG00000184895	Q05066	combined	seq.25957.5	Somalogic	proteomics	SomaScan	7k
Plasma	Plastin-3	25960-15	ENSG00000102024	P13797	combined	seq.25960.15	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein kinase WNK1	25962-51		Q9H4A3	combined	seq.25962.51	Somalogic	proteomics	SomaScan	7k
Plasma	Exportin-5	25963-2	ENSG00000124571	Q9HAV4	combined	seq.25963.2	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C1q tumor necrosis factor-related protein 4	25964-12	ENSG00000172247|ENSG00000284838	Q9BXJ3	combined	seq.25964.12	Somalogic	proteomics	SomaScan	7k
Plasma	Metalloproteinase inhibitor 1	25967-34	ENSG00000102265	P01033	combined	seq.25967.34	Somalogic	proteomics	SomaScan	7k
Plasma	Vascular endothelial growth factor A	2597-8	ENSG00000112715	P15692	combined	seq.2597.8	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 9	2598-9	ENSG00000049249	Q07011	combined	seq.2598.9	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor ligand superfamily member 9	2599-51	ENSG00000125657	P41273	combined	seq.2599.51	Somalogic	proteomics	SomaScan	7k
Plasma	Angiopoietin-2	2602-2	ENSG00000091879	O15123	combined	seq.2602.2	Somalogic	proteomics	SomaScan	7k
Plasma	T-lymphocyte activation antigen CD80	2603-61	ENSG00000121594	P33681	combined	seq.2603.61	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 8	2605-49	ENSG00000120949	P28908	combined	seq.2605.49	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	2607-54	ENSG00000006016|ENSG00000175505	O75462|Q9UBD9	combined	seq.2607.54	Somalogic	proteomics	SomaScan	7k
Plasma	Cystatin-C	2609-59	ENSG00000101439	P01034	combined	seq.2609.59	Somalogic	proteomics	SomaScan	7k
Plasma	Tyrosine-protein kinase receptor TYRO3	2611-72	ENSG00000092445	Q06418	combined	seq.2611.72	Somalogic	proteomics	SomaScan	7k
Plasma	Eukaryotic translation initiation factor 5	2612-5	ENSG00000100664	P55010	combined	seq.2612.5	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin-A4	2614-28	ENSG00000243364	P52798	combined	seq.2614.28	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin-A5	2615-60	ENSG00000184349	P52803	combined	seq.2615.60	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor tyrosine-protein kinase erbB-2	2616-23	ENSG00000141736	P04626	combined	seq.2616.23	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor tyrosine-protein kinase erbB-3	2617-56	ENSG00000065361	P21860	combined	seq.2617.56	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor tyrosine-protein kinase erbB-4	2618-10	ENSG00000178568	Q15303	combined	seq.2618.10	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor-associated calcium signal transducer 2	2619-72	ENSG00000184292	P09758	combined	seq.2619.72	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-6 receptor subunit beta	2620-4	ENSG00000134352	P40189	combined	seq.2620.4	Somalogic	proteomics	SomaScan	7k
Plasma	Heme oxygenase 2	2622-18	ENSG00000103415|ENSG00000277424	P30519	combined	seq.2622.18	Somalogic	proteomics	SomaScan	7k
Plasma	Hsp90alpha	2625-53	ENSG00000080824	P07900	combined	seq.2625.53	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-1 Receptor accessory protein	2630-12	ENSG00000196083	Q9NPH3	combined	seq.2630.12	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-10 receptor subunit beta	2631-50	ENSG00000243646	Q08334	combined	seq.2631.50	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-12 receptor subunit beta-1	2632-5	ENSG00000096996	P42701	combined	seq.2632.5	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-13 receptor subunit alpha-1	2633-52	ENSG00000131724	P78552	combined	seq.2633.52	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine receptor common subunit gamma	2634-2	ENSG00000147168	P31785	combined	seq.2634.2	Somalogic	proteomics	SomaScan	7k
Plasma	Layilin	2635-61	ENSG00000204381	Q6UX15	combined	seq.2635.61	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 3	2636-10	ENSG00000111321	P36941	combined	seq.2636.10	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage mannose receptor 1	2637-77	ENSG00000260314	P22897	combined	seq.2637.77	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage colony-stimulating factor 1 receptor	2638-12	ENSG00000182578	P07333	combined	seq.2638.12	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage-stimulating protein receptor	2640-3	ENSG00000164078	Q04912	combined	seq.2640.3	Somalogic	proteomics	SomaScan	7k
Plasma	Platelet-activating factor acetylhydrolase IB subunit beta	2642-4	ENSG00000168092	P68402	combined	seq.2642.4	Somalogic	proteomics	SomaScan	7k
Plasma	Cadherin-3	2643-57	ENSG00000062038	P22223	combined	seq.2643.57	Somalogic	proteomics	SomaScan	7k
Plasma	Protein kinase C alpha type	2644-11	ENSG00000154229	P17252	combined	seq.2644.11	Somalogic	proteomics	SomaScan	7k
Plasma	Protein kinase C zeta type	2645-54	ENSG00000067606	Q05513	combined	seq.2645.54	Somalogic	proteomics	SomaScan	7k
Plasma	Rab GDP dissociation inhibitor beta	2647-66	ENSG00000057608	P50395	combined	seq.2647.66	Somalogic	proteomics	SomaScan	7k
Plasma	Intercellular adhesion molecule 3	2649-77	ENSG00000076662	P32942	combined	seq.2649.77	Somalogic	proteomics	SomaScan	7k
Plasma	Urokinase plasminogen activator surface receptor	2652-15	ENSG00000011422	Q03405	combined	seq.2652.15	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 1A	2654-19	ENSG00000067182	P19438	combined	seq.2654.19	Somalogic	proteomics	SomaScan	7k
Plasma	NT-3 growth factor receptor	2658-27	ENSG00000140538	Q16288	combined	seq.2658.27	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 17	2665-26	ENSG00000048462	Q02223	combined	seq.2665.26	Somalogic	proteomics	SomaScan	7k
Plasma	Decorin	2666-53	ENSG00000011465	P07585	combined	seq.2666.53	Somalogic	proteomics	SomaScan	7k
Plasma	Calpain I	2668-70	ENSG00000126247|ENSG00000014216	P04632|P07384	combined	seq.2668.70	Somalogic	proteomics	SomaScan	7k
Plasma	Creatine kinase M-type	2670-67	ENSG00000104879	P06732	combined	seq.2670.67	Somalogic	proteomics	SomaScan	7k
Plasma	Epidermal growth factor receptor	2677-1	ENSG00000146648	P00533	combined	seq.2677.1	Somalogic	proteomics	SomaScan	7k
Plasma	Hepatocyte growth factor	2681-23	ENSG00000019991	P14210	combined	seq.2681.23	Somalogic	proteomics	SomaScan	7k
Plasma	60 kDa heat shock protein, mitochondrial	2682-68	ENSG00000144381	P10809	combined	seq.2682.68	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C3b, inactivated	2683-1	ENSG00000125730	P01024	combined	seq.2683.1	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 5	2685-21	ENSG00000115461	P24593	combined	seq.2685.21	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 6	2686-67	ENSG00000167779	P24592	combined	seq.2686.67	Somalogic	proteomics	SomaScan	7k
Plasma	Melanoma-derived growth regulatory protein	2687-2	ENSG00000261857	Q16674	combined	seq.2687.2	Somalogic	proteomics	SomaScan	7k
Plasma	Phospholipase A2, membrane associated	2692-74	ENSG00000188257	P14555	combined	seq.2692.74	Somalogic	proteomics	SomaScan	7k
Plasma	Oncostatin-M	2693-20	ENSG00000099985	P13725	combined	seq.2693.20	Somalogic	proteomics	SomaScan	7k
Plasma	Platelet endothelial cell adhesion molecule	2695-25	ENSG00000261371	P16284	combined	seq.2695.25	Somalogic	proteomics	SomaScan	7k
Plasma	Persephin	2696-87	ENSG00000125650	O60542	combined	seq.2696.87	Somalogic	proteomics	SomaScan	7k
Plasma	Platelet factor 4	2697-7	ENSG00000163737	P02776	combined	seq.2697.7	Somalogic	proteomics	SomaScan	7k
Plasma	Vitamin K-dependent protein S	2700-56	ENSG00000184500	P07225	combined	seq.2700.56	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor receptor superfamily member 13B	2704-74	ENSG00000240505	O14836	combined	seq.2704.74	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 25	2705-5	ENSG00000131142	O15444	combined	seq.2705.5	Somalogic	proteomics	SomaScan	7k
Plasma	Thyroxine-binding globulin	2706-69	ENSG00000123561	P05543	combined	seq.2706.69	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor ligand superfamily member 18	2708-54	ENSG00000120337	Q9UNG2	combined	seq.2708.54	Somalogic	proteomics	SomaScan	7k
Plasma	Ciliary neurotrophic factor receptor subunit alpha	2711-6	ENSG00000122756	P26992	combined	seq.2711.6	Somalogic	proteomics	SomaScan	7k
Plasma	Endothelial monocyte-activating polypeptide 2	2714-78	ENSG00000164022	Q12904	combined	seq.2714.78	Somalogic	proteomics	SomaScan	7k
Plasma	Erythropoietin receptor	2715-25	ENSG00000187266	P19235	combined	seq.2715.25	Somalogic	proteomics	SomaScan	7k
Plasma	Granulocyte colony-stimulating factor receptor	2719-3	ENSG00000119535	Q99062	combined	seq.2719.3	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-37	2723-9	ENSG00000125571	Q9NZH6	combined	seq.2723.9	Somalogic	proteomics	SomaScan	7k
Plasma	Tenascin	2728-62	ENSG00000041982	P24821	combined	seq.2728.62	Somalogic	proteomics	SomaScan	7k
Plasma	MHC class I polypeptide-related sequence A	2730-58	ENSG00000235233|ENSG00000183214	Q29983	combined	seq.2730.58	Somalogic	proteomics	SomaScan	7k
Plasma	NADPH--cytochrome P450 reductase	2731-29	ENSG00000127948	P16435	combined	seq.2731.29	Somalogic	proteomics	SomaScan	7k
Plasma	Homeobox protein NANOG	2732-58	ENSG00000111704	Q9H9S0	combined	seq.2732.58	Somalogic	proteomics	SomaScan	7k
Plasma	Natural cytotoxicity triggering receptor 2	2734-49	ENSG00000096264	O95944	combined	seq.2734.49	Somalogic	proteomics	SomaScan	7k
Plasma	Protein NOV homolog	2737-22	ENSG00000136999	P48745	combined	seq.2737.22	Somalogic	proteomics	SomaScan	7k
Plasma	Sialic acid-binding Ig-like lectin 6	2741-22	ENSG00000105492	O43699	combined	seq.2741.22	Somalogic	proteomics	SomaScan	7k
Plasma	Sialic acid-binding Ig-like lectin 7	2742-68	ENSG00000168995	Q9Y286	combined	seq.2742.68	Somalogic	proteomics	SomaScan	7k
Plasma	Sonic hedgehog protein	2743-5	ENSG00000164690	Q15465	combined	seq.2743.5	Somalogic	proteomics	SomaScan	7k
Plasma	Immunoglobulin G	2744-57	ENSG00000211897|ENSG00000211896|ENSG00000211892|ENSG00000211893	P01857	combined	seq.2744.57	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine receptor-like factor 2	2746-56	ENSG00000205755	Q9HC73	combined	seq.2746.56	Somalogic	proteomics	SomaScan	7k
Plasma	NKG2D ligand 3	2747-3	ENSG00000131019	Q9BZM4	combined	seq.2747.3	Somalogic	proteomics	SomaScan	7k
Plasma	Activin A	2748-3	ENSG00000122641	P08476	combined	seq.2748.3	Somalogic	proteomics	SomaScan	7k
Plasma	Apolipoprotein A-I	2750-3	ENSG00000118137	P02647	combined	seq.2750.3	Somalogic	proteomics	SomaScan	7k
Plasma	Azurocidin	2751-16	ENSG00000278624|ENSG00000172232	P20160	combined	seq.2751.16	Somalogic	proteomics	SomaScan	7k
Plasma	Growth/differentiation factor 5	2752-62	ENSG00000125965	P43026	combined	seq.2752.62	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C1q subcomponent	2753-2	ENSG00000159189|ENSG00000173369|ENSG00000173372	P02747|P02746|P02745	combined	seq.2753.2	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C3	2754-50	ENSG00000125730	P01024	combined	seq.2754.50	Somalogic	proteomics	SomaScan	7k
Plasma	C3a anaphylatoxin des Arginine	2755-8	ENSG00000125730	P01024	combined	seq.2755.8	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM107A	2760-2	ENSG00000168309	O95990	combined	seq.2760.2	Somalogic	proteomics	SomaScan	7k
Plasma	Fibroblast growth factor 18	2761-49	ENSG00000156427	O76093	combined	seq.2761.49	Somalogic	proteomics	SomaScan	7k
Plasma	Fibroblast growth factor 19	2762-30	ENSG00000162344	O95750	combined	seq.2762.30	Somalogic	proteomics	SomaScan	7k
Plasma	Fibroblast growth factor 20	2763-66	ENSG00000078579	Q9NP95	combined	seq.2763.66	Somalogic	proteomics	SomaScan	7k
Plasma	Growth/differentiation factor 11/8	2765-4	ENSG00000138379|ENSG00000135414	O14793|O95390	combined	seq.2765.4	Somalogic	proteomics	SomaScan	7k
Plasma	Hemopexin	2768-56	ENSG00000110169	P02790	combined	seq.2768.56	Somalogic	proteomics	SomaScan	7k
Plasma	Protein Rev_HV2BE	2769-3		P18093	combined	seq.2769.3	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 1	2770-51	ENSG00000108702	P22362	combined	seq.2770.51	Somalogic	proteomics	SomaScan	7k
Plasma	Insulin-like growth factor-binding protein 1	2771-35	ENSG00000146678	P08833	combined	seq.2771.35	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-10	2773-50	ENSG00000136634	P22301	combined	seq.2773.50	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-16	2774-10	ENSG00000172349	Q14005	combined	seq.2774.10	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-17F	2775-54	ENSG00000112116	Q96PD4	combined	seq.2775.54	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-22	2778-10	ENSG00000127318	Q9GZX6	combined	seq.2778.10	Somalogic	proteomics	SomaScan	7k
Plasma	Lactotransferrin	2780-35	ENSG00000012223	P02788	combined	seq.2780.35	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 4-like	2781-63	ENSG00000276125|ENSG00000275313|ENSG00000282604|ENSG00000276070	Q8NHW4	combined	seq.2781.63	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 3-like 1	2783-18	ENSG00000277796|ENSG00000277768|ENSG00000276085|ENSG00000277336	P16619	combined	seq.2783.18	Somalogic	proteomics	SomaScan	7k
Plasma	C-C motif chemokine 8	2785-15	ENSG00000108700	P80075	combined	seq.2785.15	Somalogic	proteomics	SomaScan	7k
Plasma	Stromelysin-1	2788-55	ENSG00000149968	P08254	combined	seq.2788.55	Somalogic	proteomics	SomaScan	7k
Plasma	Matrilysin	2789-26	ENSG00000137673	P09237	combined	seq.2789.26	Somalogic	proteomics	SomaScan	7k
Plasma	Neutrophil-activating peptide 2	2790-54	ENSG00000163736	P02775	combined	seq.2790.54	Somalogic	proteomics	SomaScan	7k
Plasma	Superoxide dismutase [Cu-Zn]	2794-60	ENSG00000142168	P00441	combined	seq.2794.60	Somalogic	proteomics	SomaScan	7k
Plasma	Fibrinogen	2796-62	ENSG00000171557|ENSG00000171564|ENSG00000171560	P02679|P02675|P02671	combined	seq.2796.62	Somalogic	proteomics	SomaScan	7k
Plasma	Apolipoprotein B	2797-56	ENSG00000084674	P04114	combined	seq.2797.56	Somalogic	proteomics	SomaScan	7k
Plasma	Angiotensin-converting enzyme 2	2805-6	ENSG00000130234	Q9BYF1	combined	seq.2805.6	Somalogic	proteomics	SomaScan	7k
