SeqID	Target_Name	UniProt_BELIEVE	UniProt_Literature	UniProt_Match
seq.11198.37	Cyclic AMP-responsive element-binding protein 3-like protein 1	Q96BA8	Q96BA8	True
seq.11200.52	Complement component C1q receptor	Q9NPY3	Q9NPY3	True
seq.11201.19	tRNA pseudouridine synthase A, mitochondrial	Q9Y606	Q9Y606	True
seq.11202.70	T-box transcription factor TBX5	Q99593	Q99593	True
seq.11203.97	Pyruvate kinase PKLR	P30613	P30613	True
seq.11204.80	Coxsackievirus and adenovirus receptor	P78310	P78310	True
seq.11205.10	Integrin beta-7	P26010	P26010	True
seq.11207.3	Macrophage scavenger receptor types I and II:Cytoplasmic domain	P21757	P21757	True
seq.11208.15	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	Q9UK23	Q9UK23	True
seq.11211.7	Tubulin-specific chaperone E	Q15813	Q15813	True
seq.11212.7	Thioredoxin domain-containing protein 5	Q8NBS9	Q8NBS9	True
seq.11214.40	DnaJ homolog subfamily B member 9	Q9UBS3	Q9UBS3	True
seq.11215.6	Cadherin-15:Cytoplasmic domain	P55291	P55291	True
seq.11217.16	C-terminal-binding protein 1	Q13363	Q13363	True
seq.11218.84	Thiopurine S-methyltransferase	P51580	P51580	True
seq.11219.95	Fibroblast growth factor-binding protein 3	Q8TAT2	Q8TAT2	True
seq.11220.53	Uncharacterized protein C10orf105	Q8TEF2	Q8TEF2	True
seq.11223.1	Transmembrane protein 154	Q6P9G4	Q6P9G4	True
seq.11226.16	Ubiquitin-protein ligase E3A	Q05086	Q05086	True
seq.11227.31	Transducin beta-like protein 2	Q9Y4P3	Q9Y4P3	True
seq.11228.37	Protein RIC-3	Q7Z5B4	Q7Z5B4	True
seq.11229.16	Serine/threonine-protein kinase/endoribonuclease IRE1	O75460	O75460	True
seq.11231.12	Adrenodoxin-like protein, mitochondrial	Q6P4F2	Q6P4F2	True
seq.11232.46	Transcobalamin-1	P20061	P20061	True
seq.11237.49	Procollagen C-endopeptidase enhancer 1	Q15113	Q15113	True
seq.11239.49	Transmembrane protease serine 6	Q8IU80	Q8IU80	True
seq.11241.8	Argininosuccinate lyase	P04424	P04424	True
seq.11242.33	Protein-glutamine gamma-glutamyltransferase K	P22735	P22735	True
seq.11243.90	Adhesion G-protein coupled receptor F1	Q5T601	Q5T601	True
seq.11245.43	Filamin-A:Calponin Homology 1	P21333	P21333	True
seq.11246.3	BPI fold-containing family B member 1	Q8TDL5	Q8TDL5	True
seq.11247.20	N-acetylglutamate synthase, mitochondrial	Q8N159	Q8N159	True
seq.11248.43	Uroporphyrinogen-III synthase	P10746	P10746	True
seq.11252.30	Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology	O75427	O75427	True
seq.11254.13	Papilin	O95428	O95428	True
seq.11257.1	Dihydropteridine reductase	P09417	P09417	True
seq.11258.41	Mucosal addressin cell adhesion molecule 1	Q13477	Q13477	True
seq.11260.47	SUN domain-containing protein 5	Q8TC36	Q8TC36	True
seq.11262.39	TraB domain-containing protein	Q9H4I3	Q9H4I3	True
seq.11263.57	Calsequestrin-1	P31415	P31415	True
seq.11264.33	Xanthine dehydrogenase/oxidase	P47989	P47989	True
seq.11265.8	Retinal dehydrogenase 1	P00352	P00352	True
seq.11266.8	P-selectin glycoprotein ligand 1:Extracellular domain	Q14242	Q14242	True
seq.11270.17	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	Q8WYQ3	Q8WYQ3	True
seq.11273.176	Glutathione S-transferase theta-2B	P0CG30	P0CG30	True
seq.11275.94	Low-density lipoprotein receptor-related protein 1B	Q9NZR2	Q9NZR2	True
seq.11277.23	Cyclic AMP-dependent transcription factor ATF-6 alpha	P18850	P18850	True
seq.11278.4	Collagen alpha-2(XI) chain	P13942	P13942	True
seq.11279.42	Gamma-aminobutyric acid type B receptor subunit 1	Q9UBS5	Q9UBS5	True
seq.11280.6	Glutamate decarboxylase 1	Q99259	Q99259	True
seq.11281.6	Growth factor receptor-bound protein 7	Q14451	Q14451	True
seq.11282.16	Macrophage scavenger receptor types I and II:Extracellular domain	P21757	P21757	True
seq.11283.13	DDB1- and CUL4-associated factor 5	Q96JK2	Q96JK2	True
seq.11284.24	Leukocyte-associated immunoglobulin-like receptor 1	Q6GTX8	Q6GTX8	True
seq.11285.8	Hematopoietic progenitor cell antigen CD34	P28906	P28906	True
seq.11286.78	Selenoprotein S	Q9BQE4	Q9BQE4	True
seq.11287.14	Cytochrome b5	P00167	P00167	True
seq.11288.26	Cytosolic purine 5'-nucleotidase	P49902	P49902	True
seq.11289.31	Casein kinase I isoform delta	P48730	P48730	True
seq.11292.13	Scavenger receptor class A member 3:region 2	Q6AZY7	Q6AZY7	True
seq.11293.14	Leucine-rich repeat neuronal protein 1:Cytoplasmic domain	Q6UXK5	Q6UXK5	True
seq.11294.7	Transmembrane and coiled-coil domains protein 3:region 2	Q9ULS5	Q9ULS5	True
seq.11297.54	Neurogenic locus notch homolog protein 2	Q04721	Q04721	True
seq.11300.32	Sortilin	Q99523	Q99523	True
seq.11302.237	Tenascin-R	Q92752	Q92752	True
seq.11303.7	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	Q9Y3Z3	Q9Y3Z3	True
seq.11307.33	NEDD4-like E3 ubiquitin-protein ligase WWP1	Q9H0M0	Q9H0M0	True
seq.11308.8	Cyclic AMP-responsive element-binding protein 3-like protein 4	Q8TEY5	Q8TEY5	True
seq.11310.8	Desmoglein-3	P32926	P32926	True
seq.11311.79	V(D)J recombination-activating protein 1	P15918	P15918	True
seq.11312.40	Mismatch repair endonuclease PMS2	P54278	P54278	True
seq.11313.100	Pterin-4-alpha-carbinolamine dehydratase	P61457	P61457	True
seq.11315.148	Protein phosphatase 1D	O15297	O15297	True
seq.11318.20	Apolipoprotein A-V	Q6Q788	Q6Q788	True
seq.11319.106	Double-strand break repair protein MRE11	P49959	P49959	True
seq.11320.29	E3 ubiquitin-protein ligase CHFR	Q96EP1	Q96EP1	True
seq.11324.3	Peroxidasin-like protein	A1KZ92	A1KZ92	True
seq.11325.8	Protein BTG2	P78543	P78543	True
seq.11327.56	Dual specificity protein kinase CLK2	P49760	P49760	True
seq.11328.9	U6 snRNA phosphodiesterase	Q9BQ65	Q9BQ65	True
seq.11330.15	Casein kinase II subunit beta	P67870	P67870	True
seq.11333.82	Rho GTPase-activating protein 25	P42331	P42331	True
seq.11334.7	Leukocyte immunoglobulin-like receptor subfamily B member 3	O75022	O75022	True
seq.11336.9	Fanconi anemia group F protein	Q9NPI8	Q9NPI8	True
seq.11338.49	Tyrosine-protein kinase BLK	P51451	P51451	True
seq.11342.59	Plexin domain-containing protein 2:Cytoplasmic domain	Q6UX71	Q6UX71	True
seq.11347.9	Transaldolase	P37837	P37837	True
seq.11348.132	Prolyl 4-hydroxylase subunit alpha-2	O15460	O15460	True
seq.11350.30	E3 ubiquitin-protein ligase CHIP	Q9UNE7	Q9UNE7	True
seq.11351.233	Non-homologous end-joining factor 1	Q9H9Q4	Q9H9Q4	True
seq.11352.42	Titin	Q8WZ42	Q8WZ42	True
seq.11353.143	Mothers against decapentaplegic homolog 2	Q15796	Q15796	True
seq.11354.21	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Q9NQ66	Q9NQ66	True
seq.11355.10	Eukaryotic translation initiation factor 5A-2	Q9GZV4	Q9GZV4	True
seq.11356.19	Protein DGCR14	Q96DF8	Q96DF8	True
seq.11358.15	Growth factor receptor-bound protein 10	Q13322	Q13322	True
seq.11360.39	Ribonucleoside-diphosphate reductase large subunit	P23921	P23921	True
seq.11361.73	Thymidine phosphorylase	P19971	P19971	True
seq.11363.58	Aquaporin-4	P55087	P55087	True
seq.11364.18	Mitofusin-1	Q8IWA4	Q8IWA4	True
seq.11365.17	Teneurin-4	Q6N022	Q6N022	True
seq.11368.32	Adenylate kinase 2, mitochondrial	P54819	P54819	True
seq.11369.23	Alcohol dehydrogenase class-3	P11766	P11766	True
seq.11370.20	72 kDa inositol polyphosphate 5-phosphatase	Q9NRR6	Q9NRR6	True
seq.11371.1	Probable G-protein coupled receptor 101	Q96P66	Q96P66	True
seq.11372.2	Zinc finger protein 18	P17022	P17022	True
seq.11375.49	Forkhead box protein L2	P58012	P58012	True
seq.11377.19	Alcohol dehydrogenase class 4 mu/sigma chain	P40394	P40394	True
seq.11378.37	Tyrosine-protein kinase SYK:Src Homology domain	P43405	P43405	True
seq.11380.84	RNA-binding protein 24	Q9BX46	Q9BX46	True
seq.11381.56	Ribose-phosphate pyrophosphokinase 1	P60891	P60891	True
seq.11382.5	Biliverdin reductase A	P53004	P53004	True
seq.11383.41	Keratin, type II cytoskeletal 7	P08729	P08729	True
seq.11387.3	Cyclic AMP-dependent transcription factor ATF-6 beta	Q99941	Q99941	True
seq.11388.75	WAP four-disulfide core domain protein 2	Q14508	Q14508	True
seq.11390.24	Carbonic anhydrase-related protein	P35219	P35219	True
seq.11391.69	Mevalonate kinase	Q03426	Q03426	True
seq.11395.5	Protein-tyrosine kinase 2-beta:4.1 protein, ezrin, radixin, moesin domain	Q14289	Q14289	True
seq.11396.39	Dynein intermediate chain 1, axonemal	Q9UI46	Q9UI46	True
seq.11401.181	E3 ubiquitin-protein ligase RNF146	Q9NTX7	Q9NTX7	True
seq.11402.17	Histone-lysine N-methyltransferase 2C	Q8NEZ4	Q8NEZ4	True
seq.11405.150	Caspase recruitment domain-containing protein 9	Q9H257	Q9H257	True
seq.11406.82	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Q9UKU7	True
seq.11407.57	Phospholipid scramblase 3	Q9NRY6	Q9NRY6	True
seq.11416.23	F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5	Q9UKA2	Q9UKA2	True
seq.11421.10	EH domain-containing protein 4	Q9H223	Q9H223	True
seq.11422.2	Homeobox protein DLX-3	O60479	O60479	True
seq.11424.4	Fumarylacetoacetase	P16930	P16930	True
seq.11425.31	RUN and FYVE domain-containing protein 1	Q96T51	Q96T51	True
seq.11428.31	PDZ and LIM domain protein 1	O00151	O00151	True
seq.11429.80	Heterogeneous nuclear ribonucleoproteins C1/C2	P07910	P07910	True
seq.11430.49	E3 ubiquitin-protein ligase DTX1	Q86Y01	Q86Y01	True
seq.11431.235	ATP-dependent DNA helicase Q1	P46063	P46063	True
seq.11432.11	Polyglutamine-binding protein 1	O60828	O60828	True
seq.11433.11	Tectonic-2	Q96GX1	Q96GX1	True
seq.11436.6	Alpha-internexin	Q16352	Q16352	True
seq.11438.6	DnaJ homolog subfamily B member 2	P25686	P25686	True
seq.11439.88	Rhophilin-2	Q8IUC4	Q8IUC4	True
seq.11440.58	Suppressor of cytokine signaling 3	O14543	O14543	True
seq.11441.11	Glycogen phosphorylase, liver form	P06737	P06737	True
seq.11442.1	Delta and Notch-like epidermal growth factor-related receptor:Cytoplasmic domain	Q8NFT8	Q8NFT8	True
seq.11444.49	DNA-directed RNA polymerase III subunit RPC6	Q9H1D9	Q9H1D9	True
seq.11448.34	Galactokinase	P51570	P51570	True
seq.11449.22	F-actin-capping protein subunit alpha-1	P52907	P52907	True
seq.11450.110	Protein disulfide-isomerase	P07237	P07237	True
seq.11454.87	Eukaryotic translation initiation factor 3 subunit G	O75821	O75821	True
seq.11456.2	Melanoma-associated antigen B10	Q96LZ2	Q96LZ2	True
seq.11457.53	UDP-glucose 4-epimerase	Q14376	Q14376	True
seq.11458.30	Poly(rC)-binding protein 1	Q15365	Q15365	True
seq.11459.81	RNA polymerase II elongation factor ELL	P55199	P55199	True
seq.11462.8	RNA binding protein fox-1 homolog 2	O43251	O43251	True
seq.11464.9	Transcription factor RelB	Q01201	Q01201	True
seq.11465.4	Probable G-protein coupled receptor 135	Q8IZ08	Q8IZ08	True
seq.11468.15	Probable RNA-binding protein 19	Q9Y4C8	Q9Y4C8	True
seq.11476.43	Vacuolar protein sorting-associated protein 4A	Q9UN37	Q9UN37	True
seq.11480.1	Aldehyde dehydrogenase, dimeric NADP-preferring	P30838	P30838	True
seq.11481.25	Hepatitis A virus cellular receptor 2	Q8TDQ0	Q8TDQ0	True
seq.11486.26	Zinc finger protein 174	Q15697	Q15697	True
seq.11487.4	Testican-1	Q08629	Q08629	True
seq.11490.42	Ubiquitin-like protein 4A	P11441	P11441	True
seq.11493.169	Dynein light chain 2, cytoplasmic	Q96FJ2	Q96FJ2	True
seq.11494.4	RNA polymerase II elongation factor ELL2	O00472	O00472	True
seq.11510.31	Apolipoprotein L1	O14791	O14791	True
seq.11510.51	Apolipoprotein L1	O14791	O14791	True
seq.11513.92	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	P28907	P28907	True
seq.11514.196	CD59 glycoprotein	P13987	P13987	True
seq.11516.7	Fatty acid-binding protein, liver	P07148	P07148	True
seq.11530.37	Porphobilinogen deaminase	P08397	P08397	True
seq.11531.24	V-type immunoglobulin domain-containing suppressor of T-cell activation:Cytoplasmic domain	Q9H7M9	Q9H7M9	True
seq.11534.6	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3	Q3SXY7	Q3SXY7	True
seq.11536.9	Histone H2A deubiquitinase MYSM1	Q5VVJ2	Q5VVJ2	True
seq.11537.12	Transferrin receptor protein 2	Q9UP52	Q9UP52	True
seq.11538.216	Malonyl-CoA decarboxylase, mitochondrial	O95822	O95822	True
seq.11539.4	ATP synthase subunit f, mitochondrial	P56134	P56134	True
seq.11540.37	Forkhead box protein O3	O43524	O43524	True
seq.11542.11	Transmembrane protein 230	Q96A57	Q96A57	True
seq.11543.84	LIM domain and actin-binding protein 1	Q9UHB6	Q9UHB6	True
seq.11544.39	PHD finger protein 3	Q92576	Q92576	True
seq.11545.9	Tumor necrosis factor receptor superfamily member 14	Q92956	Q92956	True
seq.11546.7	Cytoglobin	Q8WWM9	Q8WWM9	True
seq.11547.84	Muscle, skeletal receptor tyrosine-protein kinase	O15146	O15146	True
seq.11548.84	M-phase inducer phosphatase 1	P30304	P30304	True
seq.11549.6	Insulin gene enhancer protein ISL-1	P61371	P61371	True
seq.11551.16	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	Q9P0W2	Q9P0W2	True
seq.11556.19	ADP-ribosylation factor GTPase-activating protein 1	Q8N6T3	Q8N6T3	True
seq.11557.3	E3 ubiquitin-protein ligase SMURF1	Q9HCE7	Q9HCE7	True
seq.11560.76	Nuclear factor of activated T-cells, cytoplasmic 4	Q14934	Q14934	True
seq.11562.9	DNA polymerase epsilon subunit 2	P56282	P56282	True
seq.11563.51	Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2	Q96C24	Q96C24	True
seq.11565.58	Zinc finger protein 23	P17027	P17027	True
seq.11566.48	Keratin, type II cytoskeletal 72	Q14CN4	Q14CN4	True
seq.11567.23	Zinc finger protein 10	P21506	P21506	True
seq.11568.2	Peptidyl-prolyl cis-trans isomerase FKBP1B	P68106	P68106	True
seq.11570.94	B-cell receptor-associated protein 29	Q9UHQ4	Q9UHQ4	True
seq.11571.75	NKG2-E type II integral membrane protein:Isoform E, Extracellular domain	Q07444	Q07444	True
seq.11572.4	Dynamin-2	P50570	P50570	True
seq.11573.3	Serine/arginine-rich splicing factor 6	Q13247	Q13247	True
seq.11582.63	DnaJ homolog subfamily A member 2	O60884	O60884	True
seq.11586.2	Leucine-rich repeat neuronal protein 1:Extracellular domain	Q6UXK5	Q6UXK5	True
seq.11587.5	MAX gene-associated protein	Q8IWI9	Q8IWI9	True
seq.11590.5	Probable RNA-binding protein 23	Q86U06	Q86U06	True
seq.11591.43	Protein regulator of cytokinesis 1	O43663	O43663	True
seq.11592.1	ELAV-like protein 1	Q15717	Q15717	True
seq.11593.21	C-X-C motif chemokine 9	Q07325	Q07325	True
seq.11596.47	Zinc finger protein 75D	P51815	P51815	True
seq.11601.26	ATP-dependent RNA helicase DHX8	Q14562	Q14562	True
seq.11602.12	Copine-1:Von Willebrand factor type A domain	Q99829	Q99829	True
seq.11606.22	DnaJ homolog subfamily B member 6	O75190	O75190	True
seq.11607.15	Bromodomain-containing protein 1	O95696	O95696	True
seq.11608.5	Microtubule-associated proteins 1A/1B light chain 3B	Q9GZQ8	Q9GZQ8	True
seq.11614.29	Enhancer of rudimentary homolog	P84090	P84090	True
seq.11615.16	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	Q9UN19	Q9UN19	True
seq.11616.9	Heat shock factor protein 1	Q00613	Q00613	True
seq.11617.1	Integrin alpha-L	P20701	P20701	True
seq.11618.83	Transcriptional activator Myb	P10242	P10242	True
seq.11626.7	Ubiquitin-conjugating enzyme E2 variant 1	Q13404	Q13404	True
seq.11629.36	TNF receptor-associated factor 4	Q9BUZ4	Q9BUZ4	True
seq.11633.89	Activator of 90 kDa heat shock protein ATPase homolog 1	O95433	O95433	True
seq.11634.32	Regulator of G-protein signaling 10	O43665	O43665	True
seq.11636.33	Transgelin-2	P37802	P37802	True
seq.11638.42	Beta-1,3-galactosyltransferase 2	O43825	O43825	True
seq.11643.73	E3 ubiquitin-protein ligase DTX3L	Q8TDB6	Q8TDB6	True
seq.11645.9	Prolyl 4-hydroxylase subunit alpha-1	P13674	P13674	True
seq.11646.4	Carbohydrate sulfotransferase 9	Q7L1S5	Q7L1S5	True
seq.11647.6	Frizzled-10:Cytoplasmic domain	Q9ULW2	Q9ULW2	True
seq.11649.3	Stromal membrane-associated protein 1	Q8IYB5	Q8IYB5	True
seq.11651.24	Protein argonaute-1	Q9UL18	Q9UL18	True
seq.11653.69	Sodium- and chloride-dependent glycine transporter 1	P48067	P48067	True
seq.11654.77	Neurensin-1	Q8IZ57	Q8IZ57	True
seq.11656.110	Ena/VASP-like protein	Q9UI08	Q9UI08	True
seq.11657.86	Suppressor of cytokine signaling 7	O14512	O14512	True
seq.11659.31	Clathrin interactor 1	Q14677	Q14677	True
seq.11661.11	NACHT, LRR and PYD domains-containing protein 1	Q9C000	Q9C000	True
seq.11664.32	ADP-ribosylation factor GTPase-activating protein 2	Q8N6H7	Q8N6H7	True
seq.11666.72	Regulator of G-protein signaling 8	P57771	P57771	True
seq.11667.29	Tensin-2	Q63HR2	Q63HR2	True
seq.11669.39	Solute carrier organic anion transporter family member 5A1	Q9H2Y9	Q9H2Y9	True
seq.11670.18	Probable G-protein coupled receptor 101	Q96P66	Q96P66	True
seq.11671.19	Peregrin	P55201	P55201	True
seq.11672.17	Kinesin-like protein KIF16B	Q96L93	Q96L93	True
seq.11677.17	Probable palmitoyltransferase ZDHHC14	Q8IZN3	Q8IZN3	True
seq.11678.105	Gap junction delta-2 protein	Q9UKL4	Q9UKL4	True
seq.11681.8	Arf-GAP domain and FG repeat-containing protein 1	P52594	P52594	True
seq.11682.7	Thioredoxin-interacting protein	Q9H3M7	Q9H3M7	True
seq.11683.19	ADP-ribosylation factor-binding protein GGA3	Q9NZ52	Q9NZ52	True
seq.11690.47	Anaphase-promoting complex subunit 7	Q9UJX3	Q9UJX3	True
seq.11692.21	SHC-transforming protein 4	Q6S5L8	Q6S5L8	True
seq.11696.7	Cellular retinoic acid-binding protein 2	P29373	P29373	True
seq.11699.16	Protein tyrosine phosphatase type IVA 2	Q12974	Q12974	True
seq.11708.2	Lipocalin-1	P31025	P31025	True
seq.11709.29	Carnitine O-palmitoyltransferase 1, muscle isoform	Q92523	Q92523	True
seq.11712.207	Protein unc-45 homolog A	Q9H3U1	Q9H3U1	True
seq.11715.1	POU domain, class 2, transcription factor 1	P14859	P14859	True
seq.11716.28	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	A6NDA9	A6NDA9	True
seq.11814.29	Hepatocyte growth factor receptor	P08581	P08581	True
seq.11816.84	Tyrosine-protein kinase JAK2	O60674	O60674	True
seq.11817.1	Ribosomal protein S6 kinase beta-1	P23443	P23443	True
seq.11825.27	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	Q9UBK2	Q9UBK2	True
seq.11827.7	Nuclear receptor ROR-gamma	P51449	P51449	True
seq.11830.48	Tyrosine-protein phosphatase non-receptor type 11	Q06124	Q06124	True
seq.11833.83	Frataxin, mitochondrial	Q16595	Q16595	True
seq.11836.144	Epithelial discoidin domain-containing receptor 1	Q08345	Q08345	True
seq.11837.7	Tumor necrosis factor receptor superfamily member 18	Q9Y5U5	Q9Y5U5	True
seq.11838.130	Piezo-type mechanosensitive ion channel component 1	Q92508	Q92508	True
seq.11851.21	Triggering receptor expressed on myeloid cells 2	Q9NZC2	Q9NZC2	True
seq.11872.9	Protocadherin gamma-B1	Q9Y5G3	Q9Y5G3	True
seq.11910.27	Homeobox protein DLX-4	Q92988	Q92988	True
seq.11911.13	Leucine-rich repeat-containing protein 4B:Cytoplasmic domain	Q9NT99	Q9NT99	True
seq.11926.23	Alpha- and gamma-adaptin-binding protein p34	Q6PD74	Q6PD74	True
seq.11934.9	Integrator complex subunit 3	Q68E01	Q68E01	True
seq.11949.25	Epidermal growth factor:Cytoplasmic domain	P01133	P01133	True
seq.11952.1	Immunoglobulin superfamily DCC subclass member 3:Cytoplasmic domain	Q8IVU1	Q8IVU1	True
seq.11955.1	Rho GTPase-activating protein 1:Rho-GTPase activating protein domain	Q07960	Q07960	True
seq.11967.23	Cellular retinoic acid-binding protein 1	P29762	P29762	True
seq.11969.5	Protein S100-A2	P29034	P29034	True
seq.11988.24	Receptor-type tyrosine-protein phosphatase H	Q9HD43	Q9HD43	True
seq.11989.35	ER membrane protein complex subunit 1	Q8N766	Q8N766	True
seq.12001.7	Tight junction protein ZO-1	Q07157	Q07157	True
seq.12008.3	T-cell antigen CD7	P09564	P09564	True
seq.12014.19	6-pyruvoyl tetrahydrobiopterin synthase	Q03393	Q03393	True
seq.12016.60	E3 ubiquitin-protein ligase CBL	P22681	P22681	True
seq.12018.84	Thiamin pyrophosphokinase 1	Q9H3S4	Q9H3S4	True
seq.12020.39	Bisphosphoglycerate mutase	P07738	P07738	True
seq.12022.12	Mothers against decapentaplegic homolog 4	Q13485	Q13485	True
seq.12030.82	Desmin	P17661	P17661	True
seq.12033.3	Mitotic checkpoint serine/threonine-protein kinase BUB1	O43683	O43683	True
seq.12034.28	Adenylyl cyclase-associated protein 1	Q01518	Q01518	True
seq.12041.33	Heat shock 70 kDa protein 1-like	P34931	P34931	True
seq.12046.51	TAR DNA-binding protein 43	Q13148	Q13148	True
seq.12077.32	Growth/differentiation factor 8	O14793	O14793	True
seq.12329.21	Ribosomal protein S6 kinase alpha-1	Q15418	Q15418	True
seq.12332.7	Eukaryotic elongation factor 2 kinase	O00418	O00418	True
seq.12333.87	Ribose-5-phosphate isomerase	P49247	P49247	True
seq.12334.25	Serine hydroxymethyltransferase, cytosolic	P34896	P34896	True
seq.12338.27	Pikachurin	Q63HQ2	Q63HQ2	True
seq.12340.17	Alanine--tRNA ligase, cytoplasmic	P49588	P49588	True
seq.12341.8	Dual specificity protein phosphatase 6	Q16828	Q16828	True
seq.12343.14	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	Q15057	Q15057	True
seq.12345.4	Anaphase-promoting complex subunit 10	Q9UM13	Q9UM13	True
seq.12347.29	Cerebral cavernous malformations 2 protein	Q9BSQ5	Q9BSQ5	True
seq.12348.46	Serine--tRNA ligase, mitochondrial	Q9NP81	Q9NP81	True
seq.12350.86	Protein C-ets-2	P15036	P15036	True
seq.12351.25	Signal transducer and activator of transcription 1-alpha/beta	P42224	P42224	True
seq.12352.70	Arrestin domain-containing protein 3	Q96B67	Q96B67	True
seq.12355.223	Ribosome-recycling factor, mitochondrial	Q96E11	Q96E11	True
seq.12356.65	Sorcin	P30626	P30626	True
seq.12357.41	Synaptosomal-associated protein 29	O95721	O95721	True
seq.12358.6	Immunoglobulin-binding protein 1	P78318	P78318	True
seq.12361.102	Ras-related protein R-Ras2	P62070	P62070	True
